Nome_Departamento,Nome_Secao,Nome_Grupo,Nome_SubGrupo,NomeLoja,NomeAssociado,Venda Anterior,Venda Atual,Var% Venda,Qtde Itens Anterior,Qtde Itens Atual Trigger,Var% Qtd,Mrkd Anterior,Mrkd Atual,Dif Mrkd p.p,Qtde Cupom Ant Frac,Qtde Cupom Atu Frac,Var% Qtde Cupom,Ticket Méd. Ant.,Ticket Méd. Atu,Var% Tkt Méd,A.V. Venda Anterior,A.V. Venda Atual
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,ANCHIETA,RAMIGOS,,62,,,15,,,"36,90 %","36,90",,"1,01",,,"61,22",,,"0,66 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,ARARUAMA 1,ALVORADA,,44,,,9,,,"44,32 %","44,32",,"0,46",,,"95,00",,,"0,93 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,ARARUAMA 2,ALVORADA,,54,,,9,,,"43,18 %","43,18",,"0,70",,,"78,10",,,"1,57 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,ARSENAL,ALVORADA,,56,,,11,,,"47,06 %","47,06",,"0,85",,,"66,05",,,"2,07 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,ATERRADO - V.REDONDA,FLORESTA,,89,,,18,,,"47,79 %","47,79",,"1,02",,,"86,65",,,"1,87 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BACAXA - SAQUAREMA,ALVORADA,,34,,,7,,,"40,93 %","40,93",,"1,32",,,"26,10",,,"0,76 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BANDEIRANTES S.GONCALO,GMAP,,72,,,11,,,"40,48 %","40,48",,"1,45",,,"49,51",,,"1,96 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BANGU,RAMIGOS,,9,,,2,,,"38,07 %","38,07",,"0,25",,,"36,18",,,"0,43 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BARRA DA TIJUCA,TORRE,,77,,,15,,,"44,84 %","44,84",,"0,66",,,"116,63",,,"0,61 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,,49,,,10,,,"42,35 %","42,35",,"1,06",,,"46,60",,,"0,58 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,,97,,,16,,,"40,27 %","40,27",,"0,89",,,"108,65",,,"0,85 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,,29,,,6,,,"39,29 %","39,29",,"0,27",,,"108,18",,,"0,83 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,,56,,,11,,,"38,72 %","38,72",,"0,86",,,"64,99",,,"1,28 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BARRA OESTE - GUARATIBA,BARRA OESTE,,20,,,4,,,"38,23 %","38,23",,"0,21",,,"93,34",,,"0,55 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,,79,,,16,,,"40,70 %","40,70",,"0,67",,,"117,53",,,"1,44 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BARRA OESTE - RECREIO I,BARRA OESTE,,70,,,12,,,"41,09 %","41,09",,"0,64",,,"109,18",,,"1,12 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BARRA OESTE - RECREIO II,BARRA OESTE,,35,,,7,,,"40,89 %","40,89",,"0,93",,,"37,34",,,"0,87 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BARRA OESTE - RIACHUELO,BARRA OESTE,,60,,,12,,,"39,89 %","39,89",,"1,54",,,"38,60",,,"1,80 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BARRA OESTE - TANQUE,BARRA OESTE,,71,,,15,,,"42,51 %","42,51",,"1,82",,,"39,12",,,"1,29 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BARRETO,PADRAO,,14,,,3,,,"48,27 %","48,27",,"0,27",,,"52,76",,,"0,60 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BELFORD ROXO,TORRE,,52,,,11,,,"43,61 %","43,61",,"0,45",,,"117,57",,,"0,66 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BIG MARKET 1 - DEODORO,NDP,,28,,,7,,,"33,17 %","33,17",,"0,34",,,"82,48",,,"2,00 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BIG MARKET 2 - STA MARGARIDA,NDP,,4,,,1,,,"33,17 %","33,17",,"0,01",,,"303,24",,,"0,30 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BOTAFOGO,ALVORADA,,79,,,16,,,"42,69 %","42,69",,"3,10",,,"25,31",,,"1,55 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,BUZIOS,ALVORADA,,47,,,7,,,"43,68 %","43,68",,"0,54",,,"85,98",,,"1,03 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,CABO FRIO 1 - SHOP P LAGOS ,ALVORADA,,73,,,13,,,"41,33 %","41,33",,"0,44",,,"165,23",,,"2,21 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,CABO FRIO 2 - S.CRISTOVAO,ALVORADA,,75,,,16,,,"43,20 %","43,20",,"0,46",,,"165,16",,,"1,37 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,CABO FRIO 3 - JD ESPERANCA,ALVORADA,,82,,,14,,,"47,12 %","47,12",,"0,58",,,"141,14",,,"1,92 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,CAMPO GRANDE,TORRE,,34,,,7,,,"43,70 %","43,70",,"0,22",,,"153,41",,,"0,39 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,CASIMIRO DE ABREU,ALVORADA,,30,,,6,,,"45,78 %","45,78",,"0,93",,,"32,12",,,"1,03 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,CENTRO - B.MANSA,FLORESTA,,27,,,6,,,"42,65 %","42,65",,"0,45",,,"59,77",,,"0,99 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,CENTRO - RESENDE,FLORESTA,,70,,,11,,,"46,62 %","46,62",,"0,94",,,"74,54",,,"3,59 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,CENTRO - V.REDONDA,FLORESTA,,19,,,3,,,"59,09 %","59,09",,"0,13",,,"142,31",,,"1,35 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,CENTRO - VALENCA,FLORESTA,,70,,,7,,,"50,82 %","50,82",,"0,34",,,"207,43",,,"4,14 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,CENTRO MARICA,GMAP,,170,,,27,,,"40,16 %","40,16",,"1,87",,,"90,90",,,"1,32 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,COELHO DA ROCHA,TORRE,,14,,,3,,,"41,37 %","41,37",,"0,12",,,"121,01",,,"0,38 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,COLUBANDE,ALVORADA,,32,,,7,,,"43,40 %","43,40",,"0,32",,,"99,26",,,"1,44 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,COPACABANA,ALVORADA,,165,,,34,,,"43,05 %","43,05",,"2,13",,,"77,32",,,"2,22 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,COSMOS,RAMIGOS,,26,,,6,,,"38,74 %","38,74",,"0,49",,,"52,43",,,"0,68 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,COVELO - PACIENCIA,NDP,,10,,,2,,,"49,59 %","49,59",,"0,25",,,"37,72",,,"0,31 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,DUQUE DE CAXIAS,GMAP,,64,,,11,,,"41,35 %","41,35",,"0,34",,,"190,36",,,"1,49 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,DUQUE DE CAXIAS,TORRE,,66,,,13,,,"42,76 %","42,76",,"0,64",,,"103,12",,,"0,73 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,ENGENHO DO MATO,PADRAO,,34,,,7,,,"48,42 %","48,42",,"0,36",,,"94,01",,,"1,13 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,FENIX - MERCADO MULTI PENHA,FENIX,,10,,,2,,,"44,90 %","44,90",,"0,09",,,"108,87",,,"0,54 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,FENIX - NOVA BRASILIA,FENIX,,33,,,9,,,"36,44 %","36,44",,"0,97",,,"34,13",,,"1,57 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,FENIX - VL DA PENHA QUITUNGO,FENIX,,56,,,12,,,"41,50 %","41,50",,"1,56",,,"35,96",,,"1,98 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,FONSECA,PADRAO,,79,,,16,,,"47,70 %","47,70",,"1,12",,,"71,14",,,"2,52 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,FREGUESIA,TORRE,,49,,,10,,,"49,41 %","49,41",,"1,86",,,"26,25",,,"0,95 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,GA - FRAGOSO,RAMIGOS,,9,,,2,,,"36,87 %","36,87",,"0,03",,,"273,05",,,"0,27 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,GA - PIABETA (INHOMIRIM),RAMIGOS,,97,,,23,,,"34,47 %","34,47",,"1,29",,,"75,43",,,"0,94 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,IGUABA GRANDE,ALVORADA,,77,,,14,,,"42,56 %","42,56",,"0,64",,,"120,68",,,"1,24 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,INOA,ALVORADA,,118,,,15,,,"45,63 %","45,63",,"2,17",,,"54,53",,,"1,86 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,ITABORAI - CENTRO ,ALVORADA,,36,,,5,,,"44,78 %","44,78",,"0,42",,,"87,70",,,"1,12 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,ITABORAI 1,ALVORADA,,93,,,12,,,"44,77 %","44,77",,"0,94",,,"98,71",,,"2,54 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,ITAIPU,PADRAO,,51,,,10,,,"43,89 %","43,89",,"0,43",,,"119,33",,,"0,92 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,JARDIM REDENTOR,RAMIGOS,,51,,,11,,,"37,90 %","37,90",,"0,50",,,"101,74",,,"0,89 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,LARGO DA BATALHA,PADRAO,,91,,,18,,,"45,94 %","45,94",,"0,67",,,"136,82",,,"1,06 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,LOTE XV,PADRAO,,70,,,14,,,"46,41 %","46,41",,"0,59",,,"117,83",,,"0,97 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,MACAE,ALVORADA,,69,,,9,,,"44,92 %","44,92",,"0,59",,,"116,65",,,"1,74 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,MAGE 1,ALVORADA,,14,,,3,,,"39,98 %","39,98",,"0,18",,,"77,35",,,"0,80 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,MAGE 2,ALVORADA,,57,,,7,,,"42,95 %","42,95",,"0,45",,,"126,65",,,"1,10 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,MANILHA,GMAP,,64,,,12,,,"41,09 %","41,09",,"0,74",,,"86,31",,,"1,71 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,MARACANA,ALVORADA,,50,,,6,,,"43,43 %","43,43",,"0,35",,,"140,99",,,"1,59 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,MARACANA,TORRE,,47,,,7,,,"46,59 %","46,59",,"0,43",,,"108,39",,,"0,51 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,MARE,TORRE,,25,,,5,,,"46,42 %","46,42",,"0,75",,,"32,96",,,"0,99 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,MARIA DA GRACA,TORRE,,161,,,29,,,"47,83 %","47,83",,"1,60",,,"100,64",,,"1,49 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,MARICÁ,ALVORADA,,24,,,5,,,"51,07 %","51,07",,"0,19",,,"126,75",,,"1,35 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,MARICA - CORDEIRINHO,ALVORADA,,77,,,13,,,"41,18 %","41,18",,"1,61",,,"47,71",,,"2,29 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,MERCK,TORRE,,54,,,11,,,"43,87 %","43,87",,"0,77",,,"69,58",,,"0,98 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,MESQUITA,PADRAO,,73,,,15,,,"47,77 %","47,77",,"1,25",,,"58,17",,,"1,14 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,NDP - NILOPOLIS ,NDP,,48,,,11,,,"40,89 %","40,89",,"0,31",,,"153,82",,,"1,10 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,NDP - PARQUE ANCHIETA,NDP,,30,,,7,,,"42,42 %","42,42",,"0,28",,,"108,18",,,"1,49 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,NOVA CIDADE,ALVORADA,,33,,,7,,,"39,89 %","39,89",,"0,25",,,"135,65",,,"1,55 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,NOVA FRIBURGO,GMAP,,160,,,29,,,"41,46 %","41,46",,"0,84",,,"191,65",,,"1,53 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,NOVA IGUACU,PADRAO,,51,,,10,,,"45,93 %","45,93",,"0,51",,,"101,78",,,"0,96 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,NOVA IGUACU,TORRE,,82,,,13,,,"40,70 %","40,70",,"0,72",,,"114,48",,,"0,80 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,PACHECO,GMAP,,80,,,15,,,"41,65 %","41,65",,"0,49",,,"163,58",,,"1,30 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,PARK SHOPPING,TORRE,,28,,,6,,,"44,28 %","44,28",,"0,20",,,"138,72",,,"0,45 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,PAVUNA,GMAP,,77,,,15,,,"40,68 %","40,68",,"0,88",,,"87,05",,,"1,13 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,PETROPOLIS,GMAP,,51,,,11,,,"45,03 %","45,03",,"0,27",,,"191,51",,,"0,64 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,PILARES,TORRE,,80,,,17,,,"43,27 %","43,27",,"1,46",,,"54,91",,,"0,97 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,PIRATININGA,PADRAO,,35,,,7,,,"45,53 %","45,53",,"0,43",,,"80,78",,,"0,45 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,PORTO NOVO,PADRAO,,14,,,3,,,"47,42 %","47,42",,"0,15",,,"91,29",,,"0,54 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,PORTO VELHO,PADRAO,,34,,,7,,,"49,13 %","49,13",,"0,58",,,"58,98",,,"1,05 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,PRACA DAS NACOES,TORRE,,28,,,6,,,"41,37 %","41,37",,"0,61",,,"46,11",,,"0,64 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,PRACA SECA,TORRE,,87,,,15,,,"43,01 %","43,01",,"0,68",,,"127,23",,,"1,26 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,QUITANDINHA PETROPOLIS,GMAP,,157,,,23,,,"41,23 %","41,23",,"0,82",,,"190,80",,,"2,84 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,RETIRO - V.REDONDA,FLORESTA,,24,,,4,,,"58,59 %","58,59",,"0,30",,,"80,36",,,"1,49 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,RIGAAS - BENFICA,RAMIGOS,,4,,,1,,,"35,91 %","35,91",,"0,01",,,"317,46",,,"0,29 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,RIO BONITO 2,ALVORADA,,31,,,7,,,"42,35 %","42,35",,"0,60",,,"52,58",,,"1,29 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,RIO DAS PEDRA,TORRE,,290,,,43,,,"42,23 %","42,23",,"1,91",,,"151,64",,,"2,31 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,RIO DO OURO,ALVORADA,,40,,,8,,,"45,54 %","45,54",,"0,60",,,"66,50",,,"2,52 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,ROLAMAO - PINHEIRAL,FLORESTA,,27,,,5,,,"50,74 %","50,74",,"0,23",,,"119,53",,,"1,92 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,S CECILIA - V.REDONDA,FLORESTA,,32,,,5,,,"50,47 %","50,47",,"0,20",,,"155,63",,,"1,56 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,SANTO CRISTO,GMAP,,66,,,12,,,"40,81 %","40,81",,"0,32",,,"208,70",,,"1,29 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,SAO CONRADO 1,TORRE,,161,,,25,,,"45,43 %","45,43",,"1,22",,,"131,85",,,"1,37 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,SAO CONRADO 2,TORRE,,102,,,21,,,"43,08 %","43,08",,"0,66",,,"156,24",,,"1,37 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,SAO JOAO DE MERITI,GMAP,,19,,,4,,,"43,40 %","43,40",,"0,51",,,"37,67",,,"0,56 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,SAO LUCAS - V.REDONDA,FLORESTA,,5,,,1,,,"44,78 %","44,78",,"0,02",,,"253,98",,,"1,10 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,SAO PEDRO DA ALDEIA,ALVORADA,,51,,,6,,,"44,17 %","44,17",,"0,26",,,"194,95",,,"1,77 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,SARACURUNA,GMAP,,29,,,5,,,"41,02 %","41,02",,"0,15",,,"193,24",,,"0,57 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,SAVIO GAMA - V.REDOND,FLORESTA,,95,,,15,,,"48,71 %","48,71",,"1,88",,,"50,34",,,"2,19 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,SENADOR CAMARA,GMAP,,22,,,5,,,"44,37 %","44,37",,"0,17",,,"130,30",,,"0,79 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,SEPETIBAO,RAMIGOS,,35,,,9,,,"37,15 %","37,15",,"0,44",,,"79,53",,,"1,66 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,STA CRUZ DA SERRA,PADRAO,,19,,,4,,,"48,93 %","48,93",,"0,26",,,"73,90",,,"0,92 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,TANGUA,ALVORADA,,32,,,4,,,"46,38 %","46,38",,"0,16",,,"198,63",,,"1,49 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,TANUS BEDRAN,GMAP,,23,,,5,,,"43,70 %","43,70",,"0,48",,,"47,38",,,"0,74 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,TAQUARA,TORRE,,100,,,21,,,"47,06 %","47,06",,"1,98",,,"50,48",,,"1,18 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,TIJUCA,TORRE,,142,,,27,,,"43,80 %","43,80",,"2,55",,,"55,87",,,"1,39 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,TRINDADE,ALVORADA,,5,,,1,,,"40,08 %","40,08",,"0,09",,,"50,49",,,"0,27 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,V.DOS TELES S.J.MERITI,GMAP,,87,,,14,,,"40,93 %","40,93",,"1,42",,,"60,91",,,"1,56 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,VALVERDE,PADRAO,,44,,,9,,,"42,57 %","42,57",,"0,24",,,"185,26",,,"0,62 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE ALHO,VILA DO JOAO,TORRE,,51,,,10,,,"46,84 %","46,84",,"0,55",,,"91,32",,,"1,04 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,AGUA MINERAL,ALVORADA,,161,,,30,,,"40,16 %","40,16",,"2,15",,,"75,07",,,"5,69 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,ALCANTARA,GMAP,,280,,,56,,,"41,06 %","41,06",,"4,22",,,"66,31",,,"6,40 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,ALVORADA - MANGUEIRIN R.BONITO,ALVORADA,,211,,,33,,,"39,08 %","39,08",,"3,50",,,"60,46",,,"6,91 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,ANCHIETA,RAMIGOS,,319,,,55,,,"34,54 %","34,54",,"3,24",,,"98,49",,,"3,43 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,ARARUAMA 1,ALVORADA,,344,,,48,,,"43,57 %","43,57",,"4,94",,,"69,65",,,"7,27 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,ARARUAMA 2,ALVORADA,,139,,,26,,,"42,38 %","42,38",,"3,05",,,"45,62",,,"4,02 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,ARSENAL,ALVORADA,,143,,,29,,,"38,45 %","38,45",,"2,04",,,"70,18",,,"5,30 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,ATERRADO - V.REDONDA,FLORESTA,,289,,,45,,,"54,19 %","54,19",,"2,85",,,"101,39",,,"6,10 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BACAXA - SAQUAREMA,ALVORADA,,199,,,34,,,"43,78 %","43,78",,"2,05",,,"96,70",,,"4,38 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BANDEIRANTES S.GONCALO,GMAP,,176,,,33,,,"36,14 %","36,14",,"1,87",,,"94,07",,,"4,79 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BANGU,RAMIGOS,,85,,,18,,,"34,84 %","34,84",,"1,65",,,"51,46",,,"4,13 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BARRA DA TIJUCA,TORRE,,494,,,46,,,"41,62 %","41,62",,"3,56",,,"138,62",,,"3,94 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,,590,,,48,,,"32,03 %","32,03",,"3,79",,,"155,74",,,"6,97 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,,506,,,40,,,"34,91 %","34,91",,"2,13",,,"236,94",,,"4,42 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,,107,,,20,,,"44,65 %","44,65",,"1,35",,,"79,40",,,"3,04 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,,117,,,25,,,"40,96 %","40,96",,"2,23",,,"52,52",,,"2,67 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BARRA OESTE - GUARATIBA,BARRA OESTE,,111,,,23,,,"43,41 %","43,41",,"1,89",,,"58,80",,,"3,06 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,,289,,,42,,,"39,03 %","39,03",,"2,13",,,"135,52",,,"5,25 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BARRA OESTE - RECREIO I,BARRA OESTE,,247,,,33,,,"39,50 %","39,50",,"2,69",,,"91,86",,,"3,94 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BARRA OESTE - RECREIO II,BARRA OESTE,,100,,,19,,,"41,76 %","41,76",,"1,79",,,"55,79",,,"2,51 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BARRA OESTE - RIACHUELO,BARRA OESTE,,115,,,23,,,"43,12 %","43,12",,"2,02",,,"56,77",,,"3,47 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BARRA OESTE - TANQUE,BARRA OESTE,,199,,,34,,,"41,49 %","41,49",,"2,89",,,"68,91",,,"3,60 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BARRETO,PADRAO,,70,,,16,,,"39,90 %","39,90",,"1,69",,,"41,47",,,"2,91 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BELFORD ROXO,TORRE,,342,,,65,,,"43,32 %","43,32",,"4,18",,,"82,01",,,"4,32 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BIG MARKET 1 - DEODORO,NDP,,60,,,12,,,"35,65 %","35,65",,"0,81",,,"73,97",,,"4,31 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BIG MARKET 2 - STA MARGARIDA,NDP,,80,,,18,,,"39,13 %","39,13",,"3,22",,,"24,90",,,"6,10 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BOTAFOGO,ALVORADA,,309,,,37,,,"32,29 %","32,29",,"7,39",,,"41,85",,,"6,11 %"
MERCEARIA,CONSERVAS,MOLHOS,MOLHO DE PIMENTA,BUZIOS,ALVORADA,,169,,,25,,,"40,68 %","40,68",,"2,20",,,"77,03",,,"3,73 %"
