Nome_Departamento,Nome_Secao,Nome_Grupo,Nome_SubGrupo,NomeLoja,NomeAssociado,Venda Anterior,Venda Atual,Var% Venda,Qtde Itens Anterior,Qtde Itens Atual Trigger,Var% Qtd,Mrkd Anterior,Mrkd Atual,Dif Mrkd p.p,Qtde Cupom Ant Frac,Qtde Cupom Atu Frac,Var% Qtde Cupom,Ticket Méd. Ant.,Ticket Méd. Atu,Var% Tkt Méd,A.V. Venda Anterior,A.V. Venda Atual
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,PETROPOLIS,GMAP,30,,"-100,00 %",3,,"-100,00 %","10,05 %",,"-10,05","0,59",,"-100,00 %","50,21",,"-100,00 %","0,07 %",
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,PILARES,TORRE,7,,"-100,00 %",1,,"-100,00 %","20,03 %",,"-20,03","0,05",,"-100,00 %","153,78",,"-100,00 %","0,02 %",
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,PIRATININGA,PADRAO,369,,"-100,00 %",33,,"-100,00 %","-10,15 %",,"10,15","2,78",,"-100,00 %","132,64",,"-100,00 %","1,04 %",
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,PORTO NOVO,PADRAO,13,15,"15,40 %",1,1,"0,00 %","8,90 %","13,16 %","4,26","0,08","0,25","200,00 %","155,88","59,96","-61,53 %","0,07 %","0,12 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,PORTO VELHO,PADRAO,44,,"-100,00 %",3,,"-100,00 %","20,60 %",,"-20,60","1,17",,"-100,00 %","37,52",,"-100,00 %","0,15 %",
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,PRACA DAS NACOES,TORRE,261,50,"-80,69 %",26,9,"-65,38 %","2,64 %","16,94 %","14,30","2,42","0,84","-65,27 %","107,59","59,83","-44,39 %","0,93 %","0,20 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,PRACA SECA,TORRE,7,15,"114,45 %",1,1,"0,00 %","20,03 %","13,16 %","-6,86","0,14","0,10","-30,00 %","48,93","149,90","206,36 %","0,02 %","0,06 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,QUITANDINHA PETROPOLIS,GMAP,14,,"-100,00 %",1,,"-100,00 %","25,02 %",,"-25,02","0,05",,"-100,00 %","293,79",,"-100,00 %","0,05 %",
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,RIO BONITO 2,ALVORADA,,30,,,2,,,"25,35 %","25,35",,"0,40",,,"74,95",,,"0,21 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,RIO DAS PEDRA,TORRE,21,75,"256,75 %",3,9,"200,00 %","20,03 %","30,77 %","10,74","0,13","1,02","668,55 %","157,42","73,07","-53,58 %","0,08 %","0,33 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,RIO DO OURO,ALVORADA,,15,,,1,,,"22,68 %","22,68",,"0,08",,,"179,88",,,"0,12 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,S CECILIA - V.REDONDA,FLORESTA,17,,"-100,00 %",1,,"-100,00 %","31,76 %",,"-31,76","0,09",,"-100,00 %","186,78",,"-100,00 %","0,07 %",
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,SANTO CRISTO,GMAP,88,75,"-15,14 %",8,5,"-37,50 %","13,87 %","30,02 %","16,15","0,35","1,47","315,80 %","250,17","51,06","-79,59 %","0,33 %","0,25 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,SAO CONRADO 1,TORRE,,6,,,1,,,"17,11 %","17,11",,"0,25",,,"22,36",,,"0,02 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,SAO CONRADO 2,TORRE,301,242,"-19,73 %",25,21,"-16,00 %","23,85 %","25,65 %","1,81","2,81","1,91","-32,05 %","107,39","126,87","18,13 %","1,12 %","1,02 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,SAO JOAO DE MERITI,GMAP,26,,"-100,00 %",5,,"-100,00 %","-31,15 %",,"31,15","0,44",,"-100,00 %","58,90",,"-100,00 %","0,16 %",
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,SAO PEDRO DA ALDEIA,ALVORADA,45,30,"-33,33 %",3,2,"-33,33 %","30,00 %","26,34 %","-3,66","0,07","2,00","2966,67 %","689,54","14,99","-97,83 %","0,28 %","0,19 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,SARACURUNA,GMAP,8,16,"100,38 %",2,1,"-50,00 %","-40,10 %","26,00 %","66,10","0,04","0,01","-78,97 %","179,55","1710,93","852,90 %","0,06 %","0,16 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,SAVIO GAMA - V.REDOND,FLORESTA,51,14,"-72,54 %",3,1,"-66,67 %","31,74 %","20,01 %","-11,73","0,44","0,04","-91,00 %","114,61","349,75","205,15 %","0,15 %","0,07 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,SENADOR CAMARA,GMAP,4,16,"300,75 %",1,1,"0,00 %","-40,10 %","26,00 %","66,10","0,07","0,13","75,00 %","55,86","127,92","129,00 %","0,03 %","0,14 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,TAMOIOS UNAMAR,ALVORADA,51,98,"90,07 %",6,8,"33,33 %","6,33 %","24,45 %","18,12","0,43","1,26","195,45 %","120,42","77,47","-35,67 %","0,14 %","0,30 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,TANUS BEDRAN,GMAP,20,,"-100,00 %",2,,"-100,00 %","-18,45 %",,"18,45","0,51",,"-100,00 %","39,03",,"-100,00 %","0,11 %",
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,TAQUARA,TORRE,335,137,"-58,97 %",38,12,"-68,42 %","28,61 %","27,29 %","-1,32","2,03","0,95","-53,16 %","165,07","144,59","-12,41 %","1,18 %","0,54 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,TIJUCA,TORRE,411,464,"13,04 %",34,32,"-5,88 %","26,89 %","18,81 %","-8,08","2,63","2,97","12,75 %","156,16","156,56","0,26 %","0,89 %","1,42 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,TRINDADE,ALVORADA,30,,"-100,00 %",2,,"-100,00 %","30,00 %",,"-30,00","0,22",,"-100,00 %","136,71",,"-100,00 %","0,29 %",
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,V.DOS TELES S.J.MERITI,GMAP,57,,"-100,00 %",8,,"-100,00 %","-5,16 %",,"5,16","0,55",,"-100,00 %","103,85",,"-100,00 %","0,28 %",
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ALE,VALVERDE,PADRAO,13,41,"215,40 %",1,3,"200,00 %","19,22 %","20,49 %","1,27","0,04","0,21","439,46 %","337,74","197,46","-41,53 %","0,06 %","0,23 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,AGUA MINERAL,ALVORADA,181,223,"23,39 %",38,44,"15,79 %","15,39 %","15,38 %","0,00","2,57","3,81","48,23 %","70,24","58,47","-16,76 %","0,91 %","1,79 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ALCANTARA,GMAP,616,829,"34,74 %",134,163,"21,64 %","21,45 %","17,89 %","-3,56","17,35","18,99","9,47 %","35,48","43,67","23,08 %","1,90 %","2,86 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ALVORADA - MANGUEIRIN R.BONITO,ALVORADA,128,110,"-14,25 %",27,22,"-18,52 %","20,35 %","10,28 %","-10,08","1,49","2,91","95,25 %","85,79","37,67","-56,09 %","0,87 %","0,74 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ANCHIETA,RAMIGOS,778,474,"-39,05 %",151,91,"-39,74 %","23,69 %","21,89 %","-1,80","8,53","6,64","-22,13 %","91,17","71,36","-21,73 %","2,21 %","1,63 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ARARUAMA 1,ALVORADA,252,266,"5,46 %",55,51,"-7,27 %","15,42 %","18,13 %","2,71","2,43","3,85","58,39 %","103,63","69,00","-33,42 %","1,13 %","1,11 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ARARUAMA 2,ALVORADA,217,199,"-8,38 %",47,38,"-19,15 %","18,42 %","15,57 %","-2,85","2,79","4,06","45,51 %","77,87","49,03","-37,04 %","1,08 %","1,01 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ARSENAL,ALVORADA,160,293,"82,47 %",29,55,"89,66 %","16,71 %","19,36 %","2,65","3,24","4,50","38,85 %","49,47","65,01","31,41 %","0,98 %","2,04 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ATERRADO - V.REDONDA,FLORESTA,219,293,"33,94 %",44,51,"15,91 %","14,74 %","16,60 %","1,86","3,03","3,76","24,14 %","72,13","77,82","7,89 %","0,49 %","0,90 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BACAXA - SAQUAREMA,ALVORADA,252,220,"-12,86 %",54,39,"-27,78 %","16,04 %","18,13 %","2,10","3,26","1,24","-61,97 %","77,36","177,27","129,14 %","1,13 %","1,11 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BANDEIRANTES S.GONCALO,GMAP,309,384,"24,26 %",68,79,"16,18 %","21,01 %","18,85 %","-2,16","6,17","7,18","16,38 %","50,10","53,49","6,77 %","2,08 %","2,37 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BANGU,GMAP,352,648,"84,14 %",77,127,"64,94 %","20,19 %","18,00 %","-2,19","7,21","13,39","85,53 %","48,79","48,43","-0,75 %","1,53 %","3,44 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BANGU,RAMIGOS,264,234,"-11,60 %",52,44,"-15,38 %","23,54 %","19,75 %","-3,79","6,39","4,80","-24,97 %","41,36","48,74","17,83 %","1,47 %","1,67 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA DA TIJUCA,TORRE,305,207,"-32,20 %",57,32,"-43,86 %","23,77 %","29,15 %","5,38","1,90","1,84","-3,40 %","160,69","112,78","-29,82 %","0,96 %","0,58 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA OESTE - ABELARDO BUENO,BARRA OESTE,340,566,"66,29 %",67,77,"14,93 %","20,53 %","22,38 %","1,85","5,30","2,88","-45,57 %","64,22","196,17","205,49 %","0,78 %","1,38 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA OESTE - AV. DAS AMERICAS,BARRA OESTE,239,557,"132,56 %",43,95,"120,93 %","22,28 %","18,45 %","-3,83","2,67","3,44","28,55 %","89,53","161,98","80,92 %","0,65 %","1,26 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA OESTE - CAMPO GRANDE,BARRA OESTE,144,168,"16,96 %",30,31,"3,33 %","18,21 %","17,27 %","-0,94","4,02","2,13","-46,95 %","35,78","78,88","120,47 %","1,12 %","1,32 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA OESTE - CASCADURA,BARRA OESTE,442,248,"-43,92 %",91,46,"-49,45 %","20,10 %","16,71 %","-3,40","8,55","4,64","-45,74 %","51,70","53,44","3,36 %","1,56 %","0,99 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA OESTE - GARDENIA AZUL,BARRA OESTE,130,210,"62,17 %",28,39,"39,29 %","21,79 %","16,70 %","-5,09","2,98","5,86","96,51 %","43,45","35,86","-17,47 %","0,70 %","1,61 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA OESTE - GUARATIBA,BARRA OESTE,217,49,"-77,63 %",49,9,"-81,63 %","19,50 %","16,75 %","-2,75","4,48","0,83","-81,41 %","48,38","58,21","20,32 %","1,49 %","0,55 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA OESTE - PEDRA GUARATIBA,BARRA OESTE,402,237,"-41,05 %",87,44,"-49,43 %","22,48 %","16,70 %","-5,78","7,97","4,24","-46,72 %","50,50","55,87","10,64 %","1,83 %","1,59 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA OESTE - RECREIO I,BARRA OESTE,414,199,"-51,99 %",80,35,"-56,25 %","21,66 %","17,55 %","-4,11","5,28","3,56","-32,62 %","78,38","55,84","-28,75 %","1,18 %","0,72 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA OESTE - RECREIO II,BARRA OESTE,144,216,"49,26 %",35,40,"14,29 %","17,36 %","16,70 %","-0,66","4,33","2,86","-34,10 %","33,34","75,51","126,47 %","1,06 %","1,71 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA OESTE - RIACHUELO,BARRA OESTE,415,206,"-50,36 %",91,38,"-58,24 %","20,36 %","17,16 %","-3,20","14,06","3,20","-77,28 %","29,49","64,44","118,51 %","1,60 %","1,16 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA OESTE - TANQUE,BARRA OESTE,222,383,"72,50 %",45,71,"57,78 %","20,80 %","16,70 %","-4,10","7,59","6,47","-14,82 %","29,21","59,16","102,50 %","0,17 %","1,06 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRA OESTE - VIA PARQUE,BARRA OESTE,213,109,"-48,83 %",34,11,"-67,65 %","24,56 %","25,90 %","1,34","3,27","1,24","-62,22 %","64,94","87,96","35,45 %","1,22 %","0,94 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BARRETO,PADRAO,256,214,"-16,24 %",53,40,"-24,53 %","24,07 %","17,88 %","-6,19","6,18","2,91","-52,85 %","41,36","73,48","77,65 %","1,36 %","1,29 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BELFORD ROXO,TORRE,61,368,"499,23 %",13,65,"400,00 %","21,36 %","21,70 %","0,34","1,45","4,72","225,93 %","42,35","77,86","83,86 %","0,41 %","2,47 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BIG MARKET 1 - DEODORO,NDP,190,316,"66,24 %",38,61,"60,53 %","20,86 %","20,50 %","-0,36","3,67","4,64","26,43 %","51,78","68,08","31,49 %","1,03 %","2,21 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BIG MARKET 2 - STA MARGARIDA,NDP,95,80,"-16,52 %",19,15,"-21,05 %","21,03 %","23,56 %","2,53","2,12","0,87","-59,23 %","44,97","92,08","104,77 %","0,76 %","0,71 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BOTAFOGO,ALVORADA,225,299,"32,57 %",48,58,"20,83 %","17,08 %","14,55 %","-2,53","4,61","7,00","51,80 %","48,86","42,67","-12,67 %","0,88 %","1,10 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,BUZIOS,ALVORADA,197,177,"-10,57 %",41,34,"-17,07 %","18,55 %","24,66 %","6,11","2,65","1,77","-32,99 %","74,59","99,54","33,46 %","1,15 %","1,08 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CABO FRIO 1 - SHOP P LAGOS ,ALVORADA,128,206,"61,45 %",23,40,"73,91 %","19,01 %","16,34 %","-2,67","3,82","3,05","-20,24 %","33,46","67,74","102,43 %","0,94 %","1,98 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CABO FRIO 2 - S.CRISTOVAO,ALVORADA,641,544,"-15,16 %",142,103,"-27,46 %","12,41 %","13,28 %","0,87","4,65","8,74","88,13 %","138,02","62,25","-54,90 %","2,27 %","1,85 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CABO FRIO 3 - JD ESPERANCA,ALVORADA,110,163,"48,12 %",24,33,"37,50 %","19,95 %","16,66 %","-3,29","2,79","2,95","5,79 %","39,62","55,47","40,02 %","1,27 %","1,56 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CAMPO GRANDE,TORRE,447,305,"-31,80 %",79,55,"-30,38 %","22,65 %","19,63 %","-3,02","5,31","3,79","-28,63 %","84,17","80,43","-4,44 %","1,38 %","1,13 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CASIMIRO DE ABREU,ALVORADA,80,79,"-1,33 %",16,17,"6,25 %","17,05 %","8,92 %","-8,13","2,64","1,82","-31,06 %","30,40","43,50","43,12 %","1,00 %","0,89 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CENTRO - B.MANSA,FLORESTA,159,124,"-21,73 %",30,22,"-26,67 %","20,90 %","20,34 %","-0,57","3,88","3,06","-21,26 %","40,89","40,65","-0,60 %","0,52 %","0,51 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CENTRO - RESENDE,FLORESTA,115,95,"-16,95 %",22,17,"-22,73 %","16,48 %","19,84 %","3,36","1,92","2,45","27,41 %","59,72","38,93","-34,82 %","0,52 %","0,55 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CENTRO - V.REDONDA,FLORESTA,119,6,"-95,23 %",24,1,"-95,83 %","15,23 %","24,42 %","9,19","2,68","0,25","-90,69 %","44,26","22,68","-48,76 %","0,73 %","0,03 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CENTRO - VALENCA,FLORESTA,33,50,"52,73 %",6,9,"50,00 %","16,58 %","20,24 %","3,67","0,19","0,94","398,37 %","174,72","53,55","-69,35 %","0,14 %","0,39 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,CENTRO MARICA,GMAP,923,1244,"34,82 %",207,249,"20,29 %","21,23 %","18,24 %","-3,00","11,86","14,89","25,57 %","77,81","83,54","7,37 %","1,74 %","2,45 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,COELHO DA ROCHA,TORRE,106,100,"-5,66 %",24,18,"-25,00 %","11,82 %","20,06 %","8,24","1,17","2,54","116,60 %","90,67","39,49","-56,44 %","1,38 %","1,24 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,COELHO NETO,GMAP,769,742,"-3,51 %",168,147,"-12,50 %","22,38 %","18,23 %","-4,15","12,59","10,17","-19,20 %","61,09","72,96","19,42 %","3,49 %","3,41 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,COLUBANDE,ALVORADA,205,206,"0,33 %",44,41,"-6,82 %","18,29 %","16,22 %","-2,07","3,13","2,49","-20,37 %","65,64","82,70","26,00 %","1,14 %","1,06 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,COPACABANA,ALVORADA,375,369,"-1,66 %",82,74,"-9,76 %","14,24 %","12,21 %","-2,03","10,49","7,06","-32,69 %","35,72","52,19","46,10 %","0,61 %","0,80 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,COSMOS,RAMIGOS,485,265,"-45,33 %",96,50,"-47,92 %","24,48 %","6,43 %","-18,05","4,27","2,94","-31,26 %","113,53","90,29","-20,47 %","2,68 %","2,10 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,COVELO - PACIENCIA,NDP,492,318,"-35,39 %",96,58,"-39,58 %","23,92 %","24,09 %","0,17","7,82","5,13","-34,35 %","62,94","61,94","-1,58 %","3,94 %","2,55 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,DUQUE DE CAXIAS,GMAP,576,644,"11,80 %",126,130,"3,17 %","20,99 %","18,49 %","-2,50","11,83","12,48","5,54 %","48,68","51,57","5,93 %","2,54 %","3,11 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,DUQUE DE CAXIAS,TORRE,377,270,"-28,29 %",75,45,"-40,00 %","17,77 %","23,25 %","5,49","5,49","4,96","-9,71 %","68,65","54,52","-20,58 %","1,36 %","1,61 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ENGENHO DO MATO,PADRAO,209,202,"-2,96 %",42,38,"-9,52 %","25,02 %","17,20 %","-7,82","5,72","4,03","-29,59 %","36,44","50,22","37,82 %","1,31 %","1,21 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,FENIX - MERCADO MULTI PENHA,FENIX,204,298,"45,74 %",39,50,"28,21 %","25,08 %","24,06 %","-1,02","6,55","6,86","4,79 %","31,21","43,40","39,07 %","0,36 %","0,29 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,FENIX - NOVA BRASILIA,FENIX,127,191,"50,01 %",25,36,"44,00 %","26,62 %","22,87 %","-3,76","6,71","5,28","-21,34 %","18,98","36,20","90,70 %","0,49 %","1,28 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,FENIX - VL DA PENHA QUITUNGO,FENIX,655,432,"-34,08 %",138,77,"-44,20 %","21,62 %","20,69 %","-0,93","16,16","9,04","-44,10 %","40,54","47,81","17,93 %","0,76 %","0,44 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,FONSECA,PADRAO,406,300,"-26,02 %",86,56,"-34,88 %","23,74 %","16,83 %","-6,91","10,30","5,71","-44,59 %","39,39","52,59","33,51 %","1,37 %","1,05 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,FREGUESIA,TORRE,350,149,"-57,54 %",59,25,"-57,63 %","23,48 %","25,49 %","2,01","4,07","2,72","-33,20 %","86,03","54,68","-36,44 %","1,58 %","0,84 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,GA - FRAGOSO,RAMIGOS,215,305,"42,05 %",44,58,"31,82 %","25,39 %","19,02 %","-6,37","5,77","5,56","-3,78 %","37,23","54,97","47,63 %","1,98 %","3,24 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,GA - PIABETA (INHOMIRIM),RAMIGOS,523,608,"16,29 %",105,105,"0,00 %","25,49 %","19,22 %","-6,27","7,26","6,87","-5,48 %","71,94","88,51","23,03 %","1,70 %","2,03 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,IGUABA GRANDE,ALVORADA,245,653,"166,85 %",54,124,"129,63 %","13,25 %","16,88 %","3,63","3,45","5,38","56,06 %","70,90","121,24","71,00 %","0,81 %","1,90 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,INHAUMA,PADRAO,214,208,"-2,88 %",44,39,"-11,36 %","25,58 %","17,28 %","-8,29","4,02","3,02","-24,91 %","53,26","68,88","29,34 %","1,36 %","1,06 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,INOA,ALVORADA,385,670,"74,21 %",85,117,"37,65 %","14,64 %","14,36 %","-0,28","6,14","8,28","34,91 %","62,68","80,94","29,13 %","1,13 %","2,20 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ITABORAI - CENTRO ,ALVORADA,148,192,"29,79 %",31,24,"-22,58 %","20,17 %","22,96 %","2,79","2,29","1,66","-27,51 %","64,37","115,25","79,04 %","1,12 %","1,13 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ITABORAI 1,ALVORADA,313,159,"-49,25 %",62,32,"-48,39 %","15,37 %","13,95 %","-1,42","4,91","3,14","-36,04 %","63,81","50,63","-20,66 %","1,85 %","0,98 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,ITAIPU,PADRAO,182,257,"41,42 %",37,48,"29,73 %","22,61 %","16,89 %","-5,72","2,01","2,55","27,18 %","90,45","100,58","11,19 %","0,94 %","1,31 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,JARDIM CATARINA,ALVORADA,135,221,"64,27 %",29,45,"55,17 %","15,60 %","13,51 %","-2,08","3,16","5,90","86,52 %","42,61","37,53","-11,93 %","1,71 %","2,92 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,JARDIM REDENTOR,RAMIGOS,422,261,"-38,14 %",86,49,"-43,02 %","21,52 %","20,20 %","-1,31","4,94","3,91","-20,73 %","85,37","66,62","-21,96 %","2,15 %","1,37 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,LARGO DA BATALHA,PADRAO,350,195,"-44,18 %",72,37,"-48,61 %","24,20 %","17,11 %","-7,09","5,33","2,92","-45,26 %","65,64","66,94","1,99 %","0,75 %","0,51 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,LOTE XV,PADRAO,435,320,"-26,46 %",90,60,"-33,33 %","24,32 %","16,96 %","-7,36","5,60","3,96","-29,34 %","77,69","80,86","4,08 %","1,62 %","1,42 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MACAE,ALVORADA,57,230,"306,03 %",12,46,"283,33 %","24,65 %","17,57 %","-7,07","1,84","2,72","47,60 %","30,77","84,65","175,09 %","0,29 %","1,00 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MACAE 2 - GLÓRIA,ALVORADA,326,148,"-54,70 %",64,23,"-64,06 %","18,53 %","19,57 %","1,04","2,78","1,96","-29,37 %","117,13","75,13","-35,85 %","1,11 %","0,77 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MAGE 1,ALVORADA,92,219,"138,76 %",20,62,"210,00 %","14,99 %","-15,86 %","-30,85","2,54","7,26","185,41 %","36,11","30,21","-16,35 %","1,44 %","3,71 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MAGE 2,ALVORADA,212,300,"41,75 %",45,60,"33,33 %","17,36 %","20,79 %","3,43","3,39","6,64","95,79 %","62,51","45,26","-27,60 %","1,95 %","2,51 %"
MERCEARIA,BEBIDAS ALCOOLICAS,CERVEJA,CERV ESCURA,MARACANA,ALVORADA,382,336,"-11,98 %",80,61,"-23,75 %","14,64 %","17,03 %","2,39","6,73","8,32","23,71 %","56,73","40,37","-28,85 %","1,14 %","1,44 %"
